acct,permit_id,status,issue_date,permit_type,description
1279870010001,1095613,C,2007-05-16,10,New Dwelling - permit
1279870010002,1100098,C,2007-08-03,10,New Dwelling - permit
1279870010003,1154660,C,2008-05-28,10,New Dwelling - permit
1279870010004,1326854,C,2012-10-02,10,New Dwelling - permit
1279870010004,1352060,C,2013-04-30,10,New Dwelling - permit
1279870010005,1322645,C,2012-08-17,10,New Dwelling - permit
1279870010006,1075076,C,2006-08-03,10,New Dwelling - permit
1279870010007,1075042,C,2006-06-15,10,New Dwelling - permit
1279870010008,1091123,C,2007-03-20,10,New Dwelling - permit
1279870010009,1075060,C,2006-07-12,10,New Dwelling - permit
1279870010010,1327127,C,2012-10-09,10,New Dwelling - permit
1279870010010,1352061,C,2013-04-30,10,New Dwelling - permit
1279870010011,1075100,C,2006-09-12,10,New Dwelling - permit
1279870010012,1075072,C,2006-08-02,10,New Dwelling - permit
1279870010013,1075151,C,2006-12-22,10,New Dwelling - permit
1279870010014,1091122,C,2007-03-20,10,New Dwelling - permit
1279870010015,1096095,C,2007-05-29,10,New Dwelling - permit
1279870010016,1148779,C,2008-02-08,10,New Dwelling - permit
1279870010017,1086743,C,2007-01-17,10,New Dwelling - permit
1279870010018,1075054,C,2006-06-30,10,New Dwelling - permit
1279870010019,1087517,C,2007-01-29,10,New Dwelling - permit
1279870010020,1,C,2007-08-08,09,New Dwelling - no permit
1279870010021,1075057,C,2006-07-12,10,New Dwelling - permit
1279870010022,1086124,C,2007-01-03,10,New Dwelling - permit
1279870010023,1086125,C,2007-01-03,10,New Dwelling - permit
1279870010024,1,C,2007-08-08,09,New Dwelling - no permit
1279870010025,1087495,C,2007-01-29,10,New Dwelling - permit
1279870010026,1075118,C,2006-10-19,10,New Dwelling - permit
1279870010027,1086126,C,2007-01-03,10,New Dwelling - permit
1279870010028,1086123,C,2007-01-03,10,New Dwelling - permit
1279870010029,1075071,C,2006-07-31,10,New Dwelling - permit
1279870010030,1075025,C,2006-05-19,10,New Dwelling - permit
1279870010031,1,C,2007-08-08,09,New Dwelling - no permit
1279870010032,1,C,2007-08-08,09,New Dwelling - no permit
1279870010033,1075081,C,2006-08-08,10,New Dwelling - permit
1279870010034,1327129,C,2012-10-09,10,New Dwelling - permit
1279870010035,1,C,2008-01-14,07,Extra Features (OB&Y)
1279870010035,1075069,C,2006-07-26,10,New Dwelling - permit
1279870010036,1095552,C,2007-05-16,10,New Dwelling - permit
1279870010037,1398172,C,2014-04-10,10,New Dwelling - permit
1279870010038,1,C,2006-09-06,10,New Dwelling - permit
1279870010039,1075396,C,2006-11-22,10,New Dwelling - permit
1279870010040,1,C,2007-08-08,09,New Dwelling - no permit
1279870010041,1075039,C,2006-06-12,10,New Dwelling - permit
1279870010042,1095551,C,2007-05-16,10,New Dwelling - permit
1279870010043,1075149,C,2006-12-22,10,New Dwelling - permit
1279870010044,1075036,C,2006-05-31,10,New Dwelling - permit
1279870010045,1075145,C,2006-12-14,10,New Dwelling - permit
1279870010046,1075656,C,2006-05-30,10,New Dwelling - permit
1279870010047,1075040,C,2006-06-12,10,New Dwelling - permit
1279870010048,1087496,C,2007-01-29,10,New Dwelling - permit
1279870010049,1087120,C,2007-01-23,10,New Dwelling - permit
1279870010050,1093105,C,2007-04-17,10,New Dwelling - permit
1279870010051,1327693,C,2012-10-24,10,New Dwelling - permit
1279870010052,1355647,C,2013-05-15,10,New Dwelling - permit
1279870010053,1,C,2007-08-29,10,New Dwelling - permit
1279870010054,1075034,C,2006-05-30,10,New Dwelling - permit
1279870010055,1075077,C,2006-08-03,10,New Dwelling - permit
1279870010056,1075152,C,2006-12-22,10,New Dwelling - permit
1279870010057,1355178,C,2013-05-07,10,New Dwelling - permit
1279870010058,1,C,1899-12-30,07,Extra Features (OB&Y)
1279870010058,1326104,C,2012-09-20,10,New Dwelling - permit
1279870010059,1158150,C,2008-07-24,10,New Dwelling - permit
1279870010060,1089899,C,2007-03-02,10,New Dwelling - permit
1279870010061,1075078,C,2006-08-03,10,New Dwelling - permit
1279870010062,1,C,2019-10-31,12,Repairs (Foundation / GM)
1279870010062,1075092,C,2006-08-24,10,New Dwelling - permit
1279870020001,1,C,2007-08-08,09,New Dwelling - no permit
1279870020002,1,C,2007-08-02,09,New Dwelling - no permit
1279870020003,1075150,C,2006-12-22,10,New Dwelling - permit
1279870020004,1323287,C,2012-08-31,10,New Dwelling - permit
1279870020005,1184402,C,2009-07-21,10,New Dwelling - permit
1279870020006,1088736,C,2007-02-14,10,New Dwelling - permit
1279870020007,1097586,C,2007-06-21,10,New Dwelling - permit
1279870020008,1095590,C,2007-05-16,10,New Dwelling - permit
1279870020009,1075093,C,2006-08-24,10,New Dwelling - permit
1279870020010,1,C,2006-05-19,10,New Dwelling - permit
1279870020011,1087122,C,2007-01-23,10,New Dwelling - permit
1279870020012,1326856,C,2012-10-02,10,New Dwelling - permit
1279870020013,1094945,C,2007-05-08,10,New Dwelling - permit
1279870020014,1095553,C,2007-05-16,10,New Dwelling - permit
1279870020015,1075070,C,2006-07-26,10,New Dwelling - permit
1279870020016,1075148,C,2006-12-22,10,New Dwelling - permit
1279870020017,1316511,C,2012-07-17,10,New Dwelling - permit
1279870020018,1075037,C,2006-05-31,10,New Dwelling - permit
1279870020019,1075079,C,2006-08-03,10,New Dwelling - permit
1279870020020,1075031,C,2006-05-30,10,New Dwelling - permit
1279870020021,1316747,C,2012-07-23,10,New Dwelling - permit
1279870020022,1311397,C,2012-05-17,10,New Dwelling - permit
1279870030001,1075033,C,2006-05-30,10,New Dwelling - permit
1279870030002,1075155,C,2006-12-22,10,New Dwelling - permit
1279870030003,1075154,C,2006-12-22,10,New Dwelling - permit
1279870030004,1355557,C,2013-05-13,10,New Dwelling - permit
1279870030005,1156646,C,2008-06-26,10,New Dwelling - permit
1279870030006,1075056,C,2006-07-12,10,New Dwelling - permit
1279870030007,1,C,2009-01-01,07,Extra Features (OB&Y)
1279870030007,1091124,C,2007-03-20,10,New Dwelling - permit
1279870030008,1075153,C,2006-12-22,10,New Dwelling - permit
1279870030009,1,C,2006-08-15,10,New Dwelling - permit
1279870030010,1075061,C,2006-07-12,10,New Dwelling - permit
1279870030011,1099340,C,2007-07-24,10,New Dwelling - permit
1279870030012,1326952,C,2012-10-04,10,New Dwelling - permit
1279870030013,1098752,C,2007-07-11,10,New Dwelling - permit
1279870030014,1087516,C,2007-01-29,10,New Dwelling - permit
1279870030015,1087121,C,2007-01-23,10,New Dwelling - permit
1279870030016,1350735,C,2013-04-03,10,New Dwelling - permit
1279870030017,1323286,C,2012-08-31,10,New Dwelling - permit
1279870030018,1094628,C,2007-05-02,10,New Dwelling - permit
1279870030018,1156099,C,2008-06-20,10,New Dwelling - permit
1279870040001,1075030,C,2006-05-30,10,New Dwelling - permit
1279870040002,1,C,2011-10-14,12,Repairs (Foundation / GM)
1279870040002,1097847,C,2007-06-25,10,New Dwelling - permit
1279870040003,1075049,C,2006-06-26,10,New Dwelling - permit
1279870040004,1317194,C,2012-07-31,10,New Dwelling - permit
1279870040005,1,C,2007-05-16,10,New Dwelling - permit
1279870040006,1075137,C,2006-11-20,10,New Dwelling - permit
1279870040007,1075038,C,2006-05-31,10,New Dwelling - permit
1279870040008,1075058,C,2006-07-12,10,New Dwelling - permit
1279870040009,1,C,2024-09-23,12,Repairs (Foundation / GM)
1279870040009,1075059,C,2006-07-12,10,New Dwelling - permit
1279990010001,1104708,C,2007-09-19,10,New Dwelling - permit
1279990010002,1351045,C,2013-04-10,10,New Dwelling - permit
1279990010003,1351047,C,2013-04-10,10,New Dwelling - permit
1279990010004,1351046,C,2013-04-10,10,New Dwelling - permit
1279990010005,1429235,C,2015-01-02,10,New Dwelling - permit
1279990010006,1,C,2016-03-09,09,New Dwelling - no permit
1279990010007,1095609,C,2007-05-16,10,New Dwelling - permit
1279990010008,1107379,C,2007-10-10,10,New Dwelling - permit
1279990020001,1155473,C,2008-06-10,10,New Dwelling - permit
1279990020002,1075367,C,2006-09-20,10,New Dwelling - permit
1279990020003,1075381,C,2006-11-07,10,New Dwelling - permit
1279990020004,1075382,C,2006-11-07,10,New Dwelling - permit
1279990020005,1075384,C,2006-11-07,10,New Dwelling - permit
1279990020006,1075368,C,2006-09-20,10,New Dwelling - permit
1279990020007,1153604,C,2008-05-08,10,New Dwelling - permit
1279990020008,1201095,C,2009-09-10,10,New Dwelling - permit
1279990020009,1153138,C,2008-04-30,10,New Dwelling - permit
1279990020010,1075397,C,2006-12-04,10,New Dwelling - permit
1279990020011,1075383,C,2006-11-07,10,New Dwelling - permit
1279990020012,1075366,C,2006-09-20,10,New Dwelling - permit
1279990020013,1075363,C,2006-09-20,10,New Dwelling - permit
1279990020014,1075364,C,2006-09-20,10,New Dwelling - permit
1279990020015,1075365,C,2006-09-20,10,New Dwelling - permit
1279990020015,1655463,C,2018-04-24,11,Additions or Remodeling
1279990020016,1178332,C,2009-02-19,10,New Dwelling - permit
1279990020017,1109349,C,2007-11-06,10,New Dwelling - permit
1279990030001,1075279,C,2006-06-23,10,New Dwelling - permit
1279990030002,1075280,C,2006-06-23,10,New Dwelling - permit
1279990030002,1425383,C,2014-12-01,11,Additions or Remodeling
1279990030003,1075281,C,2006-06-23,10,New Dwelling - permit
1279990030004,1075282,C,2006-06-23,10,New Dwelling - permit
1279990030005,1075283,C,2006-06-23,10,New Dwelling - permit
1279990030006,1147238,C,2008-01-02,10,New Dwelling - permit
1279990030007,1168226,C,2008-11-11,10,New Dwelling - permit
1279990030008,1181711,C,2009-05-21,10,New Dwelling - permit
1279990030009,1075371,C,2006-10-04,10,New Dwelling - permit
1279990030010,1093298,C,2007-04-17,10,New Dwelling - permit
1279990030011,1226478,C,2010-04-28,10,New Dwelling - permit
1279990030012,1150843,C,2008-03-19,10,New Dwelling - permit
1279990030013,1405099,C,2014-06-26,10,New Dwelling - permit
1279990030014,1090045,C,2007-03-05,10,New Dwelling - permit
1279990030014,1419572,C,2014-10-22,11,Additions or Remodeling
1279990030015,1075339,C,2006-08-28,10,New Dwelling - permit
1279990030015,1534568,C,2017-04-04,11,Additions or Remodeling
1279990030016,1404126,C,2014-06-05,10,New Dwelling - permit
1279990030017,1087032,C,2007-01-22,10,New Dwelling - permit
1279990030018,1404333,C,2014-06-11,10,New Dwelling - permit
1279990030019,1089968,C,2007-03-05,10,New Dwelling - permit
1279990030020,1091725,C,2007-03-26,10,New Dwelling - permit
1279990030021,1163573,C,2008-10-21,10,New Dwelling - permit
1279990030022,1158515,C,2008-07-31,10,New Dwelling - permit
1279990030023,1101112,C,2007-08-23,10,New Dwelling - permit
1279990030024,1101114,C,2007-08-23,10,New Dwelling - permit
1279990030025,1086256,C,2007-01-05,10,New Dwelling - permit
1279990030026,1086255,C,2007-01-05,10,New Dwelling - permit
1279990030027,1075340,C,2006-08-28,10,New Dwelling - permit
1279990030028,1075287,C,2006-06-23,10,New Dwelling - permit
1279990030029,1075286,C,2006-06-23,10,New Dwelling - permit
1279990030030,1075285,C,2006-06-23,10,New Dwelling - permit
1279990030031,1075284,C,2006-06-23,10,New Dwelling - permit
1279990030032,1232514,C,2010-05-27,10,New Dwelling - permit
1279990040001,1099220,C,2007-07-20,10,New Dwelling - permit
1279990040002,1075370,C,2006-10-02,10,New Dwelling - permit
1279990040003,1096404,C,2007-06-01,10,New Dwelling - permit
1279990040004,1419952,C,2014-10-31,10,New Dwelling - permit
1279990040005,1091727,C,2007-03-26,10,New Dwelling - permit
1279990040006,1426227,C,2014-12-31,10,New Dwelling - permit
1279990040007,1101428,C,2007-08-29,10,New Dwelling - permit
1279990040008,1101113,C,2007-08-23,10,New Dwelling - permit
1279990040009,1101117,C,2007-08-23,10,New Dwelling - permit
1279990040010,1101115,C,2007-08-23,10,New Dwelling - permit
1279990040011,1086254,C,2007-01-05,10,New Dwelling - permit
1279990040012,1091724,C,2007-03-26,10,New Dwelling - permit
1279990040013,1091726,C,2007-03-26,10,New Dwelling - permit
1279990040014,1095608,C,2007-05-16,10,New Dwelling - permit
1279990040015,1,C,2010-05-04,09,New Dwelling - no permit
1279990040015,1232042,C,2010-05-18,10,New Dwelling - permit
1279990040016,1221927,C,2010-01-12,10,New Dwelling - permit
1279990040017,1183725,C,2009-07-07,10,New Dwelling - permit
1279990040018,1096618,C,2007-06-06,10,New Dwelling - permit
1279990040018,1184632,C,2009-07-24,10,New Dwelling - permit
1279990040019,1223601,C,2010-02-25,10,New Dwelling - permit
1279990040020,1155411,C,2008-06-10,10,New Dwelling - permit
1279990040021,1422524,C,2014-11-05,10,New Dwelling - permit
1279990040022,1422523,C,2014-11-05,10,New Dwelling - permit
1279990040023,1422525,C,2014-11-05,10,New Dwelling - permit
1279990040024,1075278,C,2006-06-12,10,New Dwelling - permit
1279990040025,1154242,C,2008-05-20,10,New Dwelling - permit
1280010010001,1096879,C,2007-06-11,10,New Dwelling - permit
1280010010002,1233123,C,2010-06-08,10,New Dwelling - permit
1280010010003,1101535,C,2007-08-31,10,New Dwelling - permit
1280010010004,1086129,C,2007-01-03,10,New Dwelling - permit
1280010010005,1248658,C,2010-11-30,10,New Dwelling - permit
1280010010006,1258496,C,2011-01-20,10,New Dwelling - permit
1280010010007,1285357,C,2011-09-29,10,New Dwelling - permit
1280010010008,1258607,C,2011-01-25,10,New Dwelling - permit
1280010010009,1223855,C,2010-03-02,10,New Dwelling - permit
1280010010010,1086130,C,2007-01-03,10,New Dwelling - permit
1280010010011,1233124,C,2010-06-08,10,New Dwelling - permit
1280010010012,1075115,C,2006-10-04,10,New Dwelling - permit
1280010010013,1258495,C,2011-01-20,10,New Dwelling - permit
1280010010014,1252804,C,2010-12-09,10,New Dwelling - permit
1280010010015,1278915,C,2011-08-02,10,New Dwelling - permit
1280010010016,1311396,C,2012-05-17,10,New Dwelling - permit
1280010020001,1153875,C,2008-05-12,10,New Dwelling - permit
1280010020002,1119634,C,2007-12-12,10,New Dwelling - permit
1280010020003,1156942,C,2008-07-01,10,New Dwelling - permit
1280010020004,1096880,C,2007-06-11,10,New Dwelling - permit
1280010020005,1226291,C,2010-04-22,10,New Dwelling - permit
1280010020006,1226292,C,2010-04-22,10,New Dwelling - permit
1280010020007,1316512,C,2012-07-17,10,New Dwelling - permit
1280010020008,1315695,C,2012-06-27,10,New Dwelling - permit
1280010020009,1316260,C,2012-07-11,10,New Dwelling - permit
1280010020010,1226294,C,2010-04-22,10,New Dwelling - permit
1280010020011,1242800,C,2010-09-23,10,New Dwelling - permit
1280010020012,1225212,C,2010-03-30,10,New Dwelling - permit
1280010020013,1321902,C,2012-08-02,10,New Dwelling - permit
1280010020014,1075143,C,2006-12-11,10,New Dwelling - permit
1280010020015,1316082,C,2012-07-06,10,New Dwelling - permit
1280010030001,1075055,C,2006-06-30,10,New Dwelling - permit
1280010030002,1288809,C,2011-11-01,10,New Dwelling - permit
1280010030003,1288810,C,2011-11-01,10,New Dwelling - permit
1280010030004,1288814,C,2011-11-01,10,New Dwelling - permit
1280010030005,1075041,C,2006-06-12,10,New Dwelling - permit
1280010030006,1327924,C,2012-10-31,10,New Dwelling - permit
1280010030006,1355175,C,2013-05-07,10,New Dwelling - permit
1280010030007,1276713,C,2011-07-26,10,New Dwelling - permit
1280010030008,1075119,C,2006-10-19,10,New Dwelling - permit
1280010030009,1098030,C,2007-06-27,10,New Dwelling - permit
1280010030010,1095186,C,2007-05-10,10,New Dwelling - permit
1280010030011,1075051,C,2006-06-30,10,New Dwelling - permit
1280010030011,1075147,C,2006-12-18,07,Extra Features (OB&Y)
1280010030012,1315699,C,2012-06-27,10,New Dwelling - permit
1280010030013,1265184,C,2011-03-31,10,New Dwelling - permit
1280010030014,1259229,C,2011-02-15,10,New Dwelling - permit
1280010030015,1087497,C,2007-01-29,10,New Dwelling - permit
1280010030016,1271413,C,2011-05-12,10,New Dwelling - permit
1280010030016,1419467,C,2014-10-17,11,Additions or Remodeling
1280010030017,1271105,C,2011-05-05,10,New Dwelling - permit
1280010030018,1158613,C,2008-08-01,10,New Dwelling - permit
1280010030019,1075123,C,2006-10-30,10,New Dwelling - permit
1280010030020,1279479,C,2011-08-16,10,New Dwelling - permit
1280010030021,1075105,C,2006-09-18,10,New Dwelling - permit
1280010030022,1097848,C,2007-06-25,10,New Dwelling - permit
1280010030023,1285358,C,2011-09-29,10,New Dwelling - permit
1280010030024,1272972,C,2011-06-16,10,New Dwelling - permit
1280010030025,1075373,C,2006-10-27,10,New Dwelling - permit
1280010030026,1,C,2006-09-14,10,New Dwelling - permit
1280010030027,1226613,C,2010-04-29,10,New Dwelling - permit
1280010030028,1226614,C,2010-04-29,10,New Dwelling - permit
1280010030029,1316646,C,2012-07-20,10,New Dwelling - permit
1280010030030,1,C,2012-03-30,10,New Dwelling - permit
1280010030031,1316378,C,2012-07-13,10,New Dwelling - permit
1280010030032,1225213,C,2010-03-30,10,New Dwelling - permit
1280010030033,1099674,C,2007-07-30,10,New Dwelling - permit
1280010030033,1450411,C,2015-07-07,11,Additions or Remodeling
1280010030034,1317190,C,2012-07-31,10,New Dwelling - permit
1280010030035,1272576,C,2011-06-09,10,New Dwelling - permit
1280010030036,1265608,C,2011-04-12,10,New Dwelling - permit
1280010030037,1315900,C,2012-07-02,10,New Dwelling - permit
1280010030038,1300828,C,2012-03-06,10,New Dwelling - permit
1280010030039,1,C,2010-04-29,09,New Dwelling - no permit
1280010030040,1096871,C,2007-06-11,10,New Dwelling - permit
1280010030041,1,C,1899-12-30,12,Repairs (Foundation / GM)
1280010030041,1226293,C,2010-04-22,10,New Dwelling - permit
1280010030042,1232403,C,2010-05-25,10,New Dwelling - permit
1280010030043,1279257,C,2011-08-09,10,New Dwelling - permit
1280010030044,1271412,C,2011-05-12,10,New Dwelling - permit
1280010030045,1301513,C,2012-03-21,10,New Dwelling - permit
1280010030046,1075125,C,2006-10-30,10,New Dwelling - permit
1280010030047,1279480,C,2011-08-16,10,New Dwelling - permit
1280010030048,1231583,C,2010-05-06,10,New Dwelling - permit
1280010030049,1093481,C,2007-04-20,10,New Dwelling - permit
1280010030050,1232404,C,2010-05-25,10,New Dwelling - permit
1280010030051,1075052,C,2006-06-30,10,New Dwelling - permit
1280010030052,1119526,C,2007-12-10,10,New Dwelling - permit
1280010030053,1245304,C,2010-10-07,10,New Dwelling - permit
1280010030054,1075088,C,2006-08-18,10,New Dwelling - permit
1280010030055,1075124,C,2006-10-30,10,New Dwelling - permit
1280010030056,1350905,C,2013-04-05,10,New Dwelling - permit
1280010030057,1355975,C,2013-05-23,10,New Dwelling - permit
1280010030058,1075048,C,2006-06-26,10,New Dwelling - permit
1280010030059,1225958,C,2010-04-15,10,New Dwelling - permit
1280010030060,1,C,2011-02-22,09,New Dwelling - no permit
1280010030060,1258112,C,2011-01-06,10,New Dwelling - permit
1280010040001,1,C,2010-04-29,09,New Dwelling - no permit
1280010040002,1315383,C,2012-06-20,10,New Dwelling - permit
1280010040003,1317189,C,2012-07-31,10,New Dwelling - permit
1280010040004,1315382,C,2012-06-20,10,New Dwelling - permit
1280010040004,1351513,C,2013-04-18,10,New Dwelling - permit
1280010040005,1,C,2010-04-29,09,New Dwelling - no permit
1280010040006,1104334,C,2007-09-07,10,New Dwelling - permit
1280010040007,1,C,2010-04-29,09,New Dwelling - no permit
1280010040008,1279996,C,2011-08-29,10,New Dwelling - permit
1280010040009,1259327,C,2011-02-17,10,New Dwelling - permit
1280010040009,1304792,C,2012-04-11,10,New Dwelling - permit
1280010040010,1322226,C,2012-08-09,10,New Dwelling - permit
1280010040011,1316748,C,2012-07-23,10,New Dwelling - permit
1280010040012,1276735,C,2011-07-27,10,New Dwelling - permit
1280010040013,1322647,C,2012-08-17,10,New Dwelling - permit
1280010040014,1101534,C,2007-08-31,10,New Dwelling - permit
1280010040015,1,C,2010-04-29,09,New Dwelling - no permit
1280010040016,1,C,1899-12-30,09,New Dwelling - no permit
1280010040017,1316380,C,2012-07-13,10,New Dwelling - permit
1280010040018,1304966,C,2012-04-16,10,New Dwelling - permit
1280010040019,1279258,C,2011-08-09,10,New Dwelling - permit
1280010040020,1224859,C,2010-03-23,10,New Dwelling - permit
1280010040021,1098048,C,2007-06-28,10,New Dwelling - permit
1280010050001,1075101,C,2006-09-14,10,New Dwelling - permit
1280010050002,1075114,C,2006-10-04,10,New Dwelling - permit
1280010050003,1,C,2010-04-29,09,New Dwelling - no permit
1280010050004,1316749,C,2012-07-23,10,New Dwelling - permit
1280010050005,2,C,2007-01-19,10,New Dwelling - permit
1280010050006,1288990,C,2011-11-04,10,New Dwelling - permit
1280010050007,1305272,C,2012-04-20,10,New Dwelling - permit
1280010050008,1096878,C,2007-06-11,10,New Dwelling - permit
1280010050009,1,C,2010-04-29,09,New Dwelling - no permit
1280010050010,1075102,C,2006-09-14,10,New Dwelling - permit
1280010050011,1,C,2010-04-29,09,New Dwelling - no permit
1280010050012,1279995,C,2011-08-29,10,New Dwelling - permit
1280010050013,1265375,C,2011-04-05,10,New Dwelling - permit
1280010050014,1315413,C,2012-06-20,10,New Dwelling - permit
1280010050015,1264493,C,2011-03-15,10,New Dwelling - permit
1280010050016,1259228,C,2011-02-15,10,New Dwelling - permit
1280010050017,1285178,C,2011-09-23,10,New Dwelling - permit
1280010050018,1086744,C,2007-01-17,10,New Dwelling - permit
1280010050019,2,C,2007-08-08,09,New Dwelling - no permit
1280010050020,1099004,C,2007-07-17,10,New Dwelling - permit
1280010050021,1224003,C,2010-03-04,10,New Dwelling - permit
1280010050022,1223856,C,2010-03-02,10,New Dwelling - permit
1280010050023,1,C,2006-08-15,10,New Dwelling - permit
1280010050024,1075120,C,2006-10-19,10,New Dwelling - permit
1280010060001,1322197,C,2012-08-09,11,Additions or Remodeling
1280010060001,1372267,C,2013-10-15,10,New Dwelling - permit
1280010060002,1232362,C,2010-05-25,10,New Dwelling - permit
1280010060002,1538420,C,2017-05-16,12,Repairs (Foundation / GM)
1280010060002,1538421,C,2017-05-16,11,Additions or Remodeling
1280010060003,1075110,C,2006-09-25,10,New Dwelling - permit
1280010060004,1359501,C,2013-06-14,10,New Dwelling - permit
1280010060005,1239472,C,2010-08-10,10,New Dwelling - permit
1280010060006,1210929,C,2009-12-08,10,New Dwelling - permit
1280010060007,1210928,C,2009-12-08,10,New Dwelling - permit
1280010060008,1356119,C,2013-05-28,10,New Dwelling - permit
1284000010001,1419818,C,2014-10-29,10,New Dwelling - permit
1284000010002,1412122,C,2014-08-04,10,New Dwelling - permit
1284000010003,1403518,C,2014-05-27,10,New Dwelling - permit
1284000010004,1403034,C,2014-05-16,10,New Dwelling - permit
1284000010005,1402322,C,2014-05-02,10,New Dwelling - permit
1284000010006,1386896,C,2014-01-23,10,New Dwelling - permit
1284000010007,1402321,C,2014-05-02,10,New Dwelling - permit
1284000010008,1402335,C,2014-05-02,10,New Dwelling - permit
1284000010009,1387772,C,2014-02-11,10,New Dwelling - permit
1284000010010,1382464,C,2013-12-17,10,New Dwelling - permit
1284000010011,1388080,C,2014-02-18,10,New Dwelling - permit
1284000010012,1371334,C,2013-09-20,10,New Dwelling - permit
1284000010012,1980964,C,2024-05-01,07,Extra Features (OB&Y)
1284000010013,1402325,C,2014-05-02,10,New Dwelling - permit
1284000010014,1365237,C,2013-08-22,10,New Dwelling - permit
1284000010015,1359241,C,2013-06-10,10,New Dwelling - permit
1284000010016,1356353,C,2013-05-31,10,New Dwelling - permit
1284000010017,1351278,C,2013-04-15,10,New Dwelling - permit
1284000010018,1370830,C,2013-09-06,10,New Dwelling - permit
1284000010019,1344808,C,2013-03-18,10,New Dwelling - permit
1284000010020,1344809,C,2013-03-18,10,New Dwelling - permit
1284000010021,1397662,C,2014-04-01,10,New Dwelling - permit
1284000020001,1403513,C,2014-05-27,10,New Dwelling - permit
1284000020002,1403514,C,2014-05-27,10,New Dwelling - permit
1284000020003,1382459,C,2013-12-17,10,New Dwelling - permit
1284000020004,1388501,C,2014-02-26,10,New Dwelling - permit
1284000020005,1387788,C,2014-02-11,10,New Dwelling - permit
1284000020006,1403515,C,2014-05-27,10,New Dwelling - permit
1284000020007,1403516,C,2014-05-27,10,New Dwelling - permit
1284000020008,1394325,C,2014-03-19,10,New Dwelling - permit
1284000020009,1394346,C,2014-03-19,10,New Dwelling - permit
1284000020010,1412123,C,2014-08-04,10,New Dwelling - permit
1284000020011,1426272,C,2014-12-31,10,New Dwelling - permit
1284000020012,1399134,C,2014-04-28,10,New Dwelling - permit
1284000020013,1426273,C,2014-12-31,10,New Dwelling - permit
1284000020014,1426274,C,2014-12-31,10,New Dwelling - permit
1284000020015,1405141,C,2014-06-27,10,New Dwelling - permit
1284000020016,1415280,C,2014-09-03,10,New Dwelling - permit
1284000020017,1411773,C,2014-07-25,10,New Dwelling - permit
1284000020018,1415550,C,2014-09-09,10,New Dwelling - permit
1284000030001,1364764,C,2013-08-12,10,New Dwelling - permit
1284000030002,1393486,C,2014-03-03,10,New Dwelling - permit
1284000030003,1344897,C,2013-03-19,10,New Dwelling - permit
1284000030004,1344802,C,2013-03-18,10,New Dwelling - permit
1284000030005,1402320,C,2014-05-02,10,New Dwelling - permit
1284000030006,1370829,C,2013-09-06,10,New Dwelling - permit
1284000030007,1388507,C,2014-02-26,10,New Dwelling - permit
1284000030008,1365327,C,2013-08-23,10,New Dwelling - permit
1284000030009,1415866,C,2014-09-17,10,New Dwelling - permit
1284000030010,1419817,C,2014-10-29,10,New Dwelling - permit
1284000030011,1405138,C,2014-06-27,10,New Dwelling - permit
1284000030012,1422626,C,2014-11-10,10,New Dwelling - permit
1284000030013,1411470,C,2014-07-22,10,New Dwelling - permit
1284000030014,1415864,C,2014-09-17,10,New Dwelling - permit
1284000030015,1393874,C,2014-03-11,10,New Dwelling - permit
1284000030016,1405139,C,2014-06-27,10,New Dwelling - permit
1284000030017,1405140,C,2014-06-27,10,New Dwelling - permit
1284000030018,1387341,C,2014-02-03,10,New Dwelling - permit
1284000030019,1372753,C,2013-10-28,10,New Dwelling - permit
1284000030020,1371330,C,2013-09-20,10,New Dwelling - permit
1284000030021,1365322,C,2013-08-23,10,New Dwelling - permit
1284000030022,1376458,C,2013-11-26,10,New Dwelling - permit
1284000030023,1355237,C,2013-05-07,10,New Dwelling - permit
1284000030024,1355238,C,2013-05-07,10,New Dwelling - permit
1284000030025,1359845,C,2013-06-24,10,New Dwelling - permit
1284000030026,1345116,C,2013-03-22,10,New Dwelling - permit
1284000030027,1345117,C,2013-03-22,10,New Dwelling - permit
1284000030027,1450240,C,2015-07-02,11,Additions or Remodeling
1284000030028,1359231,C,2013-06-10,10,New Dwelling - permit
1284000030029,1382556,C,2013-12-20,10,New Dwelling - permit
1284000030030,1402319,C,2014-05-02,10,New Dwelling - permit
1284010010001,1093236,C,2007-04-18,10,New Dwelling - permit
1284010010002,1093238,C,2007-04-18,10,New Dwelling - permit
1284010010003,1093239,C,2007-04-18,10,New Dwelling - permit
1284010010004,1093237,C,2007-04-18,10,New Dwelling - permit
1284010010005,1088893,C,2007-02-16,10,New Dwelling - permit
1284010010006,1088889,C,2007-02-16,10,New Dwelling - permit
1284010010007,1088891,C,2007-02-16,10,New Dwelling - permit
1284010010008,1088890,C,2007-02-16,10,New Dwelling - permit
1284010010009,1090359,C,2007-03-09,10,New Dwelling - permit
1284010010010,1087029,C,2007-01-22,10,New Dwelling - permit
1284010010011,1086939,C,2007-01-19,10,New Dwelling - permit
1284010010012,1086951,C,2007-01-19,10,New Dwelling - permit
1284010010013,1086950,C,2007-01-19,10,New Dwelling - permit
1284010010014,1087027,C,2007-01-22,10,New Dwelling - permit
1284010010015,1086453,C,2007-01-10,10,New Dwelling - permit
1284010010016,1076769,C,2006-11-29,10,New Dwelling - permit
1284010010017,1086365,C,2007-01-08,10,New Dwelling - permit
